raceId,year,circuitId,name
814,1953,20,German Grand Prix
815,1953,66,Swiss Grand Prix
816,1953,14,Italian Grand Prix
817,1952,66,Swiss Grand Prix
818,1952,19,Indianapolis 500
819,1952,13,Belgian Grand Prix
820,1952,53,French Grand Prix
821,1952,9,British Grand Prix
822,1952,20,German Grand Prix
823,1952,39,Dutch Grand Prix
824,1952,14,Italian Grand Prix
825,1951,66,Swiss Grand Prix
826,1951,19,Indianapolis 500
827,1951,13,Belgian Grand Prix
828,1951,55,French Grand Prix
829,1951,9,British Grand Prix
830,1951,20,German Grand Prix
831,1951,14,Italian Grand Prix
832,1951,67,Spanish Grand Prix
833,1950,9,British Grand Prix
834,1950,6,Monaco Grand Prix
835,1950,19,Indianapolis 500
836,1950,66,Swiss Grand Prix
837,1950,13,Belgian Grand Prix
838,1950,55,French Grand Prix
839,1950,14,Italian Grand Prix
841,2011,1,Australian Grand Prix
842,2011,2,Malaysian Grand Prix
843,2011,17,Chinese Grand Prix
844,2011,5,Turkish Grand Prix
845,2011,4,Spanish Grand Prix
846,2011,6,Monaco Grand Prix
847,2011,7,Canadian Grand Prix
848,2011,12,European Grand Prix
849,2011,9,British Grand Prix
850,2011,20,German Grand Prix
851,2011,11,Hungarian Grand Prix
852,2011,13,Belgian Grand Prix
853,2011,14,Italian Grand Prix
854,2011,15,Singapore Grand Prix
855,2011,22,Japanese Grand Prix
856,2011,35,Korean Grand Prix
857,2011,68,Indian Grand Prix
858,2011,24,Abu Dhabi Grand Prix
859,2011,18,Brazilian Grand Prix
860,2012,1,Australian Grand Prix
861,2012,2,Malaysian Grand Prix
862,2012,17,Chinese Grand Prix
863,2012,3,Bahrain Grand Prix
864,2012,4,Spanish Grand Prix
865,2012,6,Monaco Grand Prix
866,2012,7,Canadian Grand Prix
867,2012,12,European Grand Prix
868,2012,9,British Grand Prix
869,2012,10,German Grand Prix
870,2012,11,Hungarian Grand Prix
871,2012,13,Belgian Grand Prix
872,2012,14,Italian Grand Prix
873,2012,15,Singapore Grand Prix
874,2012,22,Japanese Grand Prix
875,2012,35,Korean Grand Prix
876,2012,68,Indian Grand Prix
877,2012,24,Abu Dhabi Grand Prix
878,2012,69,United States Grand Prix
879,2012,18,Brazilian Grand Prix
880,2013,1,Australian Grand Prix
881,2013,2,Malaysian Grand Prix
882,2013,17,Chinese Grand Prix
883,2013,3,Bahrain Grand Prix
884,2013,4,Spanish Grand Prix
885,2013,6,Monaco Grand Prix
886,2013,7,Canadian Grand Prix
887,2013,9,British Grand Prix
888,2013,20,German Grand Prix
890,2013,11,Hungarian Grand Prix
891,2013,13,Belgian Grand Prix
892,2013,14,Italian Grand Prix
893,2013,15,Singapore Grand Prix
894,2013,35,Korean Grand Prix
895,2013,22,Japanese Grand Prix
896,2013,68,Indian Grand Prix
897,2013,24,Abu Dhabi Grand Prix
898,2013,69,United States Grand Prix
899,2013,18,Brazilian Grand Prix
900,2014,1,Australian Grand Prix
901,2014,2,Malaysian Grand Prix
902,2014,3,Bahrain Grand Prix
903,2014,17,Chinese Grand Prix
904,2014,4,Spanish Grand Prix
905,2014,6,Monaco Grand Prix
906,2014,7,Canadian Grand Prix
907,2014,70,Austrian Grand Prix
908,2014,9,British Grand Prix
909,2014,10,German Grand Prix
910,2014,11,Hungarian Grand Prix
911,2014,13,Belgian Grand Prix
912,2014,14,Italian Grand Prix
913,2014,15,Singapore Grand Prix
914,2014,22,Japanese Grand Prix
915,2014,71,Russian Grand Prix
916,2014,69,United States Grand Prix
917,2014,18,Brazilian Grand Prix
918,2014,24,Abu Dhabi Grand Prix
931,2015,6,Monaco Grand Prix
932,2015,7,Canadian Grand Prix
929,2015,3,Bahrain Grand Prix
930,2015,4,Spanish Grand Prix
928,2015,17,Chinese Grand Prix
926,2015,1,Australian Grand Prix
927,2015,2,Malaysian Grand Prix
933,2015,70,Austrian Grand Prix
934,2015,9,British Grand Prix
936,2015,11,Hungarian Grand Prix
937,2015,13,Belgian Grand Prix
938,2015,14,Italian Grand Prix
939,2015,15,Singapore Grand Prix
940,2015,22,Japanese Grand Prix
941,2015,71,Russian Grand Prix
942,2015,69,United States Grand Prix
943,2015,32,Mexican Grand Prix
944,2015,18,Brazilian Grand Prix
945,2015,24,Abu Dhabi Grand Prix
948,2016,1,Australian Grand Prix
949,2016,3,Bahrain Grand Prix
950,2016,17,Chinese Grand Prix
951,2016,71,Russian Grand Prix
952,2016,4,Spanish Grand Prix
953,2016,6,Monaco Grand Prix
954,2016,7,Canadian Grand Prix
955,2016,73,European Grand Prix
956,2016,70,Austrian Grand Prix
957,2016,9,British Grand Prix
958,2016,11,Hungarian Grand Prix
959,2016,10,German Grand Prix
960,2016,13,Belgian Grand Prix
961,2016,14,Italian Grand Prix
962,2016,15,Singapore Grand Prix
963,2016,2,Malaysian Grand Prix
964,2016,22,Japanese Grand Prix
965,2016,69,United States Grand Prix
966,2016,32,Mexican Grand Prix
967,2016,18,Brazilian Grand Prix
968,2016,24,Abu Dhabi Grand Prix
969,2017,1,Australian Grand Prix
970,2017,17,Chinese Grand Prix
971,2017,3,Bahrain Grand Prix
972,2017,71,Russian Grand Prix
973,2017,4,Spanish Grand Prix
974,2017,6,Monaco Grand Prix
975,2017,7,Canadian Grand Prix
976,2017,73,Azerbaijan Grand Prix
977,2017,70,Austrian Grand Prix
978,2017,9,British Grand Prix
979,2017,11,Hungarian Grand Prix
980,2017,13,Belgian Grand Prix
981,2017,14,Italian Grand Prix
982,2017,15,Singapore Grand Prix
983,2017,2,Malaysian Grand Prix
984,2017,22,Japanese Grand Prix
985,2017,69,United States Grand Prix
986,2017,32,Mexican Grand Prix
987,2017,18,Brazilian Grand Prix
988,2017,24,Abu Dhabi Grand Prix
989,2018,1,Australian Grand Prix
990,2018,3,Bahrain Grand Prix
991,2018,17,Chinese Grand Prix
992,2018,73,Azerbaijan Grand Prix
993,2018,4,Spanish Grand Prix
994,2018,6,Monaco Grand Prix
995,2018,7,Canadian Grand Prix
996,2018,34,French Grand Prix
997,2018,70,Austrian Grand Prix
998,2018,9,British Grand Prix
999,2018,10,German Grand Prix
1000,2018,11,Hungarian Grand Prix
1001,2018,13,Belgian Grand Prix
1002,2018,14,Italian Grand Prix
1003,2018,15,Singapore Grand Prix
1004,2018,71,Russian Grand Prix
1005,2018,22,Japanese Grand Prix
1006,2018,69,United States Grand Prix
1007,2018,32,Mexican Grand Prix
1008,2018,18,Brazilian Grand Prix
1009,2018,24,Abu Dhabi Grand Prix
